Quarter,BG Group,HBB L1,HBB L2,Geo,Segment,Fiscal Year,Fiscal Quarter,Final
Revenue $M,IDG,GPS,Configuration Services,NA,CONS,FY24/25,Q3,0.00046310000000000004
Revenue $M,IDG,GPS,Configuration Services,NA,CONS,FY24/25,Q4,0.00058
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY23/24,Q1,1.7622215
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY23/24,Q2,3.4928366
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY23/24,Q3,3.4508464
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY23/24,Q4,2.8305484000000005
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY24/25,Q1,1.7097144000000002
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY24/25,Q2,2.183523
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY24/25,Q3,2.1364757
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY24/25,Q4,2.1859638
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY25/26,Q1ACT,2.5881349000000005
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY25/26,Q2ACT,2.4934338
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY25/26,Q3M1,2.9764777999999996
Revenue $M,IDG,GPS,Configuration Services,LA,REL,FY25/26,Q4MT,2.4498575
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY23/24,Q1,0.2958611
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY23/24,Q2,0.09998999999999998
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY23/24,Q3,0.2239538
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY23/24,Q4,0.22372359999999997
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY24/25,Q1,0.2993075999999999
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY24/25,Q2,0.267313
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY24/25,Q3,0.2415048
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY24/25,Q4,0.7772763
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY25/26,Q1ACT,0.3054542
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY25/26,Q2ACT,0.7557545
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY25/26,Q3M1,0.1410681
Revenue $M,IDG,GPS,Configuration Services,LA,SMB,FY25/26,Q4MT,0.29206459999999995
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY23/24,Q1,0.9300082999999999
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY23/24,Q2,0.5469566
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY23/24,Q3,0.6841711
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY23/24,Q4,0.1074
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY24/25,Q1,0.0635543
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY24/25,Q2,0.37675190000000003
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY24/25,Q3,0.3120236
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY24/25,Q4,0.24340710000000004
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY25/26,Q1ACT,0.4732865
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY25/26,Q2ACT,0.509703
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY25/26,Q3M1,0.1027106
Revenue $M,IDG,GPS,Configuration Services,LA,CONS,FY25/26,Q4MT,0.1811159
Revenue $M,IDG,GPS,Configuration Services,LA,Others,FY23/24,Q1,1.0000000000000006e-07
Revenue $M,IDG,GPS,Configuration Services,LA,Others,FY23/24,Q2,-1.0000000000000004e-07
Revenue $M,IDG,GPS,Configuration Services,LA,Others,FY23/24,Q3,0.0
Revenue $M,IDG,GPS,Configuration Services,LA,Others,FY23/24,Q4,0.00024310000000000003
Revenue $M,IDG,GPS,Configuration Services,LA,Others,FY24/25,Q1,-3.0000000000000004e-07
Revenue $M,IDG,GPS,Configuration Services,LA,Others,FY24/25,Q2,2.0000000000000004e-07
Revenue $M,IDG,GPS,Configuration Services,LA,Others,FY24/25,Q3,-1e-06
Revenue $M,IDG,GPS,Configuration Services,LA,Others,FY24/25,Q4,-5e-07
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY23/24,Q1,1.8793851
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY23/24,Q2,1.4754615
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY23/24,Q3,2.277275
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY23/24,Q4,1.5108964999999999
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY24/25,Q1,1.0467335000000002
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY24/25,Q2,2.1947504999999996
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY24/25,Q3,2.2966054
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY24/25,Q4,1.4364685000000001
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY25/26,Q1ACT,1.3552952999999999
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY25/26,Q2ACT,1.0384088
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY25/26,Q3M1,2.3192745
Revenue $M,IDG,GPS,Deployment Services,AP,REL,FY25/26,Q4MT,2.4953345
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY23/24,Q1,1.053979
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY23/24,Q2,0.5534822
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY23/24,Q3,0.6014065
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY23/24,Q4,0.43206429999999996
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY24/25,Q1,0.5839839
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY24/25,Q2,0.8200267
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY24/25,Q3,1.1052518
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY24/25,Q4,0.9202205
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY25/26,Q1ACT,0.6167098999999999
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY25/26,Q2ACT,1.1088984
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY25/26,Q3M1,0.5220302
Revenue $M,IDG,GPS,Deployment Services,AP,SMB,FY25/26,Q4MT,0.8838421999999999
Revenue $M,IDG,GPS,Deployment Services,AP,CONS,FY23/24,Q1,0.00025889999999999995
Revenue $M,IDG,GPS,Deployment Services,AP,CONS,FY23/24,Q2,0.0029871
Revenue $M,IDG,GPS,Deployment Services,AP,CONS,FY23/24,Q3,0.0004932
Revenue $M,IDG,GPS,Deployment Services,AP,CONS,FY23/24,Q4,0.00036209999999999997
Revenue $M,IDG,GPS,Deployment Services,AP,CONS,FY24/25,Q1,0.0005193999999999999
Revenue $M,IDG,GPS,Deployment Services,AP,CONS,FY24/25,Q2,0.0006259
Revenue $M,IDG,GPS,Deployment Services,AP,CONS,FY24/25,Q3,0.00029539999999999997
Revenue $M,IDG,GPS,Deployment Services,AP,CONS,FY24/25,Q4,0.0005237000000000001
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY23/24,Q1,1.9999999999999996e-07
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY23/24,Q2,3.9999999999999993e-07
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY23/24,Q3,-1.5000000000000002e-06
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY23/24,Q4,-5e-07
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY24/25,Q1,1.0000000000000001e-07
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY24/25,Q2,0.0
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY24/25,Q3,2.0000000000000002e-07
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY24/25,Q4,0.0
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY25/26,Q1ACT,9.999999999999998e-08
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY25/26,Q2ACT,-5e-07
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY25/26,Q3M1,6.999999999999999e-07
Revenue $M,IDG,GPS,Deployment Services,AP,Others,FY25/26,Q4MT,0.1746427
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY23/24,Q1,0.023763899999999998
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY23/24,Q2,0.18093460000000008
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY23/24,Q3,0.46746249999999995
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY23/24,Q4,0.3079135
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY24/25,Q1,0.20686600000000002
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY24/25,Q2,0.8400501
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY24/25,Q3,0.4153755999999999
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY24/25,Q4,0.9169466000000001
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY25/26,Q1ACT,0.5646974
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY25/26,Q2ACT,1.0252951000000001
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY25/26,Q3M1,0.46120809999999995
Revenue $M,IDG,GPS,Deployment Services,EMEA,REL,FY25/26,Q4MT,0.46120809999999995
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q1,0.2795017
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q2,0.43905849999999996
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q3,0.40441059999999995
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q4,0.32707590000000003
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q1,0.3277433
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q2,0.11559680000000001
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q3,0.28370519999999994
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q4,0.11716270000000001
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q1ACT,0.21027110000000004
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q2ACT,0.13446809999999998
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q3M1,0.4214273
Revenue $M,IDG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q4MT,0.4214273
Revenue $M,IDG,GPS,Deployment Services,EMEA,Others,FY23/24,Q1,2.0000000000000002e-07
Revenue $M,IDG,GPS,Deployment Services,EMEA,Others,FY23/24,Q2,-5e-07
Revenue $M,IDG,GPS,Deployment Services,EMEA,Others,FY23/24,Q3,0.0
Revenue $M,IDG,GPS,Deployment Services,EMEA,Others,FY23/24,Q4,-3.0000000000000004e-07
Revenue $M,IDG,GPS,Deployment Services,EMEA,Others,FY24/25,Q1,-4.0000000000000003e-07
Revenue $M,IDG,GPS,Deployment Services,EMEA,Others,FY24/25,Q2,4.0000000000000003e-07
Revenue $M,IDG,GPS,Deployment Services,EMEA,Others,FY24/25,Q3,-7e-07
Revenue $M,IDG,GPS,Deployment Services,EMEA,Others,FY24/25,Q4,-1.0000000000000001e-07
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY23/24,Q1,2.3601463000000003
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY23/24,Q2,3.2719515
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY23/24,Q3,2.3653703
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY23/24,Q4,2.428808
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY24/25,Q1,2.6878405
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY24/25,Q2,0.9633425
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY24/25,Q3,1.700691
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY24/25,Q4,1.2371462999999998
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY25/26,Q1ACT,1.2300695000000001
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY25/26,Q2ACT,2.8683735
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY25/26,Q3M1,2.3143522
Revenue $M,IDG,GPS,Deployment Services,NA,REL,FY25/26,Q4MT,3.0879838000000004
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY23/24,Q1,-0.11999489999999999
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY23/24,Q2,0.4421696
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY23/24,Q3,0.1787861
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY23/24,Q4,0.20357039999999998
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY24/25,Q1,1.0074128
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY24/25,Q2,0.6050966
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY24/25,Q3,0.3472071
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY24/25,Q4,0.2964549
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY25/26,Q1ACT,1.4424915999999999
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY25/26,Q2ACT,0.96334
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY25/26,Q3M1,0.669746
Revenue $M,IDG,GPS,Deployment Services,NA,SMB,FY25/26,Q4MT,0.5972789000000001
Revenue $M,IDG,GPS,Deployment Services,NA,CONS,FY23/24,Q1,0.001082
Revenue $M,IDG,GPS,Deployment Services,NA,CONS,FY23/24,Q2,0.0005058
Revenue $M,IDG,GPS,Deployment Services,NA,CONS,FY23/24,Q3,0.0003481
Revenue $M,IDG,GPS,Deployment Services,NA,CONS,FY23/24,Q4,0.087591
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY23/24,Q1,0.31621649999999996
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY23/24,Q2,0.9154220000000001
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY23/24,Q3,0.407456
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY23/24,Q4,0.6670823000000001
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY24/25,Q1,0.9029667000000001
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY24/25,Q2,1.1912982
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY24/25,Q3,0.555704
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY24/25,Q4,0.5015993
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY25/26,Q1ACT,0.3522416
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY25/26,Q2ACT,0.138571
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY25/26,Q3M1,1.007359
Revenue $M,IDG,GPS,Deployment Services,LA,REL,FY25/26,Q4MT,0.8779911
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY23/24,Q1,0.1617838
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY23/24,Q2,-0.0649851
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY23/24,Q3,0.017001899999999997
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY23/24,Q4,0.0197426
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY24/25,Q1,0.08021870000000002
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY24/25,Q2,0.017629600000000002
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY24/25,Q3,0.056307899999999994
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY24/25,Q4,-0.09243989999999999
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY25/26,Q1ACT,0.0425875
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY25/26,Q2ACT,0.08448689999999999
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY25/26,Q3M1,0.047630700000000005
Revenue $M,IDG,GPS,Deployment Services,LA,SMB,FY25/26,Q4MT,0.0500187
Revenue $M,IDG,GPS,Deployment Services,LA,Others,FY23/24,Q1,5e-07
Revenue $M,IDG,GPS,Deployment Services,LA,Others,FY23/24,Q2,-5e-07
Revenue $M,IDG,GPS,Deployment Services,LA,Others,FY23/24,Q3,2.0000000000000002e-07
Revenue $M,IDG,GPS,Deployment Services,LA,Others,FY23/24,Q4,-2.0000000000000004e-07
Revenue $M,IDG,GPS,Deployment Services,LA,Others,FY24/25,Q1,0.0
Revenue $M,IDG,GPS,Deployment Services,LA,Others,FY24/25,Q2,1.0000000000000001e-07
Revenue $M,IDG,GPS,Deployment Services,LA,Others,FY24/25,Q3,3.0000000000000004e-07
Revenue $M,IDG,GPS,Deployment Services,LA,Others,FY24/25,Q4,3.0000000000000004e-07
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY23/24,Q1,1.2241278
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY23/24,Q2,1.7325407999999998
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY23/24,Q3,0.9639996999999999
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY23/24,Q4,0.8295579000000001
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY24/25,Q1,9.265424500000002
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY24/25,Q2,10.8617075
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY24/25,Q3,11.6826804
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY24/25,Q4,10.738144199999999
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY25/26,Q1ACT,9.538937599999999
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY25/26,Q2ACT,10.864095000000002
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY25/26,Q3M1,10.922265699999999
Revenue $M,IDG,GPS,GPS Others,AP,REL,FY25/26,Q4MT,10.0965515
Revenue $M,IDG,GPS,GPS Others,AP,SMB,FY23/24,Q1,-0.20530820000000002
Revenue $M,IDG,GPS,GPS Others,AP,SMB,FY23/24,Q2,-0.08712299999999999
Revenue $M,IDG,GPS,GPS Others,AP,SMB,FY23/24,Q3,-0.18493440000000003
Revenue $M,IDG,GPS,GPS Others,AP,SMB,FY23/24,Q4,-0.18227180000000004
Revenue $M,IDG,GPS,GPS Others,AP,SMB,FY24/25,Q1,-0.17770060000000004
Revenue $M,IDG,GPS,GPS Others,AP,SMB,FY24/25,Q2,-0.0522847
Revenue $M,IDG,GPS,GPS Others,AP,SMB,FY24/25,Q3,-0.04588449999999999
Revenue $M,IDG,GPS,GPS Others,AP,SMB,FY24/25,Q4,-0.031437
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY23/24,Q1,11.1031399
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY23/24,Q2,9.896909200000001
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY23/24,Q3,10.225579099999997
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY23/24,Q4,11.0794274
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY24/25,Q1,11.6480766
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY24/25,Q2,12.4623835
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY24/25,Q3,10.3109962
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY24/25,Q4,11.58667
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY25/26,Q1ACT,11.603245800000002
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY25/26,Q2ACT,11.2839487
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY25/26,Q3M1,10.830675900000001
Revenue $M,IDG,GPS,GPS Others,AP,CONS,FY25/26,Q4MT,10.660006300000001
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY23/24,Q1,0.5762289000000002
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY23/24,Q2,0.5224102
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY23/24,Q3,0.5378848
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY23/24,Q4,0.5775064999999999
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY24/25,Q1,0.8626337999999999
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY24/25,Q2,1.7682532
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY24/25,Q3,1.5590577999999997
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY24/25,Q4,1.9845012000000002
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY25/26,Q1ACT,1.8613963
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY25/26,Q2ACT,2.0058035000000003
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY25/26,Q3M1,1.7567883
Revenue $M,IDG,GPS,GPS Others,AP,Others,FY25/26,Q4MT,1.6249678
Revenue $M,IDG,GPS,GPS Others,EMEA,REL,FY23/24,Q1,0.08922409999999999
Revenue $M,IDG,GPS,GPS Others,EMEA,REL,FY23/24,Q2,0.41194880000000006
Revenue $M,IDG,GPS,GPS Others,EMEA,REL,FY23/24,Q3,0.0100253
Revenue $M,IDG,GPS,GPS Others,EMEA,REL,FY23/24,Q4,0.013476799999999999
Revenue $M,IDG,GPS,GPS Others,EMEA,REL,FY24/25,Q1,0.0107614
Revenue $M,IDG,GPS,GPS Others,EMEA,REL,FY24/25,Q2,0.0062566
Revenue $M,IDG,GPS,GPS Others,EMEA,REL,FY24/25,Q3,-0.07239319999999999
Revenue $M,IDG,GPS,GPS Others,EMEA,REL,FY24/25,Q4,0.08539089999999999
Revenue $M,IDG,GPS,GPS Others,EMEA,SMB,FY23/24,Q1,-0.016515699999999998
Revenue $M,IDG,GPS,GPS Others,EMEA,SMB,FY23/24,Q2,-0.4064118000000001
Revenue $M,IDG,GPS,GPS Others,EMEA,SMB,FY23/24,Q3,0.004334400000000001
Revenue $M,IDG,GPS,GPS Others,EMEA,SMB,FY23/24,Q4,-0.034433899999999996
Revenue $M,IDG,GPS,GPS Others,EMEA,SMB,FY24/25,Q1,-0.024055499999999997
Revenue $M,IDG,GPS,GPS Others,EMEA,SMB,FY24/25,Q2,-0.0083871
Revenue $M,IDG,GPS,GPS Others,EMEA,SMB,FY24/25,Q3,0.11746940000000002
Revenue $M,IDG,GPS,GPS Others,EMEA,SMB,FY24/25,Q4,-0.02750350000000001
Revenue $M,IDG,GPS,GPS Others,EMEA,CONS,FY23/24,Q1,-1.9000000000000002e-06
Revenue $M,IDG,GPS,GPS Others,EMEA,CONS,FY23/24,Q2,0.0003407
Revenue $M,IDG,GPS,GPS Others,EMEA,CONS,FY23/24,Q3,0.004922
Revenue $M,IDG,GPS,GPS Others,EMEA,CONS,FY23/24,Q4,0.0014909
Revenue $M,IDG,GPS,GPS Others,EMEA,CONS,FY24/25,Q1,8.170000000000001e-05
Revenue $M,IDG,GPS,GPS Others,EMEA,CONS,FY24/25,Q2,-8.109999999999999e-05
Revenue $M,IDG,GPS,GPS Others,EMEA,CONS,FY24/25,Q3,-0.002162
Revenue $M,IDG,GPS,GPS Others,EMEA,CONS,FY24/25,Q4,0.0022434
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY23/24,Q1,0.9672289999999999
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY23/24,Q2,1.0693924000000001
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY23/24,Q3,1.1344047
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY23/24,Q4,1.0597284000000002
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY24/25,Q1,1.0253011
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY24/25,Q2,1.6231779000000004
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY24/25,Q3,1.7329762999999998
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY24/25,Q4,1.4632612
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY25/26,Q1ACT,1.8182368
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY25/26,Q2ACT,1.9327175
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY25/26,Q3M1,2.0765001
Revenue $M,IDG,GPS,GPS Others,EMEA,Others,FY25/26,Q4MT,2.0649833
Revenue $M,IDG,GPS,GPS Others,NA,REL,FY23/24,Q1,0.1054402
Revenue $M,IDG,GPS,GPS Others,NA,REL,FY23/24,Q2,0.0019119
Revenue $M,IDG,GPS,GPS Others,NA,REL,FY23/24,Q3,0.0008263
Revenue $M,IDG,GPS,GPS Others,NA,REL,FY23/24,Q4,0.0005224
Revenue $M,IDG,GPS,GPS Others,NA,REL,FY24/25,Q1,0.0006626000000000001
Revenue $M,IDG,GPS,GPS Others,NA,REL,FY24/25,Q2,0.0003376
Revenue $M,IDG,GPS,GPS Others,NA,REL,FY24/25,Q3,0.1039739
Revenue $M,IDG,GPS,GPS Others,NA,REL,FY24/25,Q4,0.0702323
Revenue $M,IDG,GPS,GPS Others,NA,SMB,FY23/24,Q1,-0.0086369
Revenue $M,IDG,GPS,GPS Others,NA,SMB,FY23/24,Q2,0.2272024
Revenue $M,IDG,GPS,GPS Others,NA,SMB,FY23/24,Q3,0.0010216000000000001
Revenue $M,IDG,GPS,GPS Others,NA,SMB,FY23/24,Q4,0.0082205
Revenue $M,IDG,GPS,GPS Others,NA,SMB,FY24/25,Q1,0.0003886
Revenue $M,IDG,GPS,GPS Others,NA,SMB,FY24/25,Q2,0.005143399999999999
Revenue $M,IDG,GPS,GPS Others,NA,SMB,FY24/25,Q3,-0.037743900000000004
Revenue $M,IDG,GPS,GPS Others,NA,SMB,FY24/25,Q4,-0.014868
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY23/24,Q1,2.4945815
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY23/24,Q2,3.765234
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY23/24,Q3,3.7954531
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY23/24,Q4,1.570823
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY24/25,Q1,2.1556772000000004
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY24/25,Q2,2.3573648000000005
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY24/25,Q3,2.6270907
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY24/25,Q4,1.2671721999999999
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY25/26,Q1ACT,1.3475532
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY25/26,Q2ACT,2.3274249000000005
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY25/26,Q3M1,3.3104999
Revenue $M,IDG,GPS,GPS Others,NA,Others,FY25/26,Q4MT,2.6463082
Revenue $M,IDG,GPS,GPS Others,LA,REL,FY23/24,Q1,0.15817159999999997
Revenue $M,IDG,GPS,GPS Others,LA,REL,FY23/24,Q2,0.029809999999999996
Revenue $M,IDG,GPS,GPS Others,LA,REL,FY23/24,Q3,0.021584700000000002
Revenue $M,IDG,GPS,GPS Others,LA,REL,FY23/24,Q4,0.0011208000000000001
Revenue $M,IDG,GPS,GPS Others,LA,REL,FY24/25,Q1,0.000996
Revenue $M,IDG,GPS,GPS Others,LA,REL,FY24/25,Q2,0.15545629999999996
Revenue $M,IDG,GPS,GPS Others,LA,REL,FY24/25,Q3,0.0023084
Revenue $M,IDG,GPS,GPS Others,LA,REL,FY24/25,Q4,-0.0005903
